controlNumber,prefLabel,scopeNote
vbxnwxfxs491c5lc,Aggression i populärkulturen,
287475,Aggression--behandling,
v66mxdq0s87wsc33,Aghlabider,
372736,Agil systemutveckling,
143356,Agility,
166447,Agitation,"- politik Bs, - fackföreningsrörelsen Ohai, - nykterhetsrörelsen Ohia"
161090,Agitatorer,Särsk Lz.
143357,Agitprop-teater,"- teaterestetik Ikaa, - teaterhistoria Ikb."
275360,Agnosi,
138986,Agnosticism,"- rationalism och besläktade system och doktriner Dbca, - religionsfilosofi C:d."
245596,Agnus Dei (musik),Mässan
166811,Agnus Dei i konsten,
138989,Agorafobi,
168822,Agraffer,
152147,Agrarhistoria,"""forskningsfält inom historievetenskapen som  behandlar jordbruk och agrarsamhällen"" (NE). | Hit verk om disciplinen agrarhistoria. Komplettera i regel ämnesordet med lämplig allmän underindelning, t.ex. - teori, filosofi; - metodik. För verk om jordbrukets historia används annat lämpligt ämnesord t.ex. Jordbruk - historia, Lantbruk - historia, Bönder - historia."
266109,Agrarhistoria--forskning,
266110,Agrarhistoria--metodik,
266111,"Agrarhistoria--teori, filosofi",
350347,Agrobiologisk mångfald,
281523,Agroekologi,
138991,Agrogeologi,
143358,Agronomer,särsk Lz
264174,Agtak,
279291,Aguaruna (folk),
168587,Ahasverus,
168588,Ahasverus i litteraturen,
257205,Ahasverus i operan,
138580,Ahl-i Haqq,
138994,Ahmadiyyah-rörelsen,
393509,Ahrensburgkulturen,
263463,Aicardis syndrom,
138847,Aids,
138645,Aids hos barn,
138646,Aids hos kvinnor,
138647,Aids hos ungdomar,
382678,Aids i filmen,
263470,Aids i litteraturen,
215519,Aids i massmedia,
366106,Aids och konstarterna,
359351,Aids och teatern,
333686,Aids--sociala aspekter,
138644,Aidssjuka,
138996,Aikido,
143359,Ainu (folk),
138997,Ainu (språk),
144323,Aioloiska dialekter,
143360,Airbrushing,
138998,Airedale terrier,
138999,Airs,
139002,AIV-metoden,
139016,AK-arbeten,
172688,Aka (folk),
143361,Akademier,se även resp ämne med tillägg :bf
139008,Akademiker,
304453,Akademiker i litteraturen,
139009,Akademikerorganisationer,
139010,Akademisk frihet,
163755,Akademisk idrott,
167909,Akademisk konst,
139012,Akademiska examina,
157087,Akademiska program,
270033,Akadier,
270035,Akadisk franska,
168562,Akan (folk),
139015,Akan (språk),
174492,Akantus (ornament),
6n807gbj46qr4scw,Akashakrönikan,Används för resurser som behandlar det ockulta begreppet Akashakrönikan.
139017,Akemenider,
271210,Akha (folk),
139019,Akita,
139020,Akkader,Underindelas inte med - fornlämningar eftersom akkader är ett utdött folk.
227615,Akkadisk litteratur,
228096,Akkadisk litteratur--historia,
139021,Akkadiska språket,
174494,Akkalasamiska,
139022,Akmeism,
263471,Akondroplasi,
368971,Akrasia,
344936,Akrobater,
139023,Akrobatik,cirkus Iköe
139024,Akronymer,"Se även resp språk med tillägg .07,  t.ex. svenska Fc.07."
139025,Akrylmålning,
139027,Akrylplaster,
139028,"Akrylplaster--framställning, tillverkverkning etc.",
372737,Aksum (kungarike),
167522,Aktieanalys,
143362,Aktiebolag,särsk Qz
143363,Aktiebrev,
168563,Aktiefonder,
139032,Aktiekapital,
139034,Aktieköp,"- börsväsen Qaeca, - privatekonomi Qci."
168011,Aktiemarknad,
143364,Aktier,"- börsväsen Qaeca, - privatekonomi Qci."
143365,Aktiesparande,"- privatekonomi Qci, - börsväsen Qaeca."
161092,Aktieutdelning,
161091,Aktieutdelning--juridik och lagstiftning,
161094,Aktieägare,
271572,Aktin,"- biologi Ue.04823, - organisk kemi Ucebhc."
139035,Aktinider,
139036,Aktionsart,"-formlära F.012, - semantik F.023. Se även resp språk med tillägg .012 och .023."
139037,Aktionsforskning,Se även SAB-kod för resp ämne vanl med tillägg :dd.
168062,Aktivitetsersättning,
139041,Aktivitetspedagogik,
138027,Aktivitetsstöd,
139042,Aktivitetsterapi,
139043,Aktivslamprocessen,"- teknisk hygien Ppda, - miljöfrågor och naturskydd           Uhcb"
168849,Aktivt slam,"- teknisk hygien Ppda, - miljöfrågor och naturskydd Uhcb"
143366,Aktstudier,
139045,Akupressur,
139046,Akupunktur,"- alternativa terapiformer Vml, - anestesi Vfd."
139047,Akustik,
139049,Akustiska demonstrationer och experiment,
139050,Akutmedicin,
139052,Akutmottagningar,
139054,Akutvård,Särsk kliniska specialiteter se resp avd.
403156,Akutvård vid friluftsolyckor,
bts2fkws8xh40lxn,Akvaponik,
139055,Akvarellmålning,
145112,Akvariefiskar,
139057,Akvarier,
139059,Akvarieväxter,
330401,Akvaristik,
139060,Akvatint,
143367,Akvedukter,
170301,Al-Aqsa-intifadan 2000-,
242591,Al-Aqsa-intifadan 2000- i massmedia,
242857,Al-jil,"Orientalisk pop, Egypten"
139063,Alabaster,
139065,Alabasterarbeten,
139067,Alaner,
139069,Alaskan malamute,
316942,Albaner,Hit verk om albaner utanför Albanien. Används endast tillsammans med geografiskt ämnesord. För verk om albaner i Albanien används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med Albanien.
367631,Albaner i utlandet,Används för verk om albaner i fler än tre länder som inte kan sammanföras i ett vidare geografiskt begrepp. För verk om albaner i ett särskilt land eller större område används ämnesordet Albaner och lämpligt geografisk ämnesord.
139070,Albanien,Särsk orter Nnfz.
159339,Albanien--Tirana,
168433,Albansk litteratur,För litteraturen i sig se Hrf.
139077,Albansk litteratur--historia,Tidigare Albansk litteraturhistoria. Ändrat 2003-02-27.
374731,Albanska författare,
139079,Albanska språket,
139080,Albatrosser,
139084,Albigenser,
332827,Albigenser--historia,
308215,"Albigenserkriget, Frankrike, 1209-1229",
215520,Albiner,"- fysiologi Ue.04821, - medicin Vem."
215521,Albinism,"- fysiologi Ue.04821, medicin Vem."
161095,Albor (poesi),
139085,Albuminer,
261770,Albuminsilverfotografi,
139086,Aldehyder,
139090,Alemanner,
139091,Alemannisk rätt,
139092,Alemanniska,
161096,Ales stenar,
143368,Aleuter,
139094,Aleutiska språket,
166789,Aleviter,Religiös och kulturell minoritet i Turkiet bland både turkar och kurder (NE).
242124,Alexander-tekniken,
161097,Alexandermosaiken,
320530,Alexandrinska skolan,
168731,Alexitymi,
396918,Alfa Romeo (bilar),För verk om själva företaget se företagets namn
139097,Alfabet,"LCSH:s scopenote: Here are entered general and comparative works dealing with the Semitic alphabet and its ancient and modern derivatives, or with similar series of characters employed to represent the sounds of a language. Works on variations in the style of writing in the past, and especially with ancient and medieval handwriting, are entered under Paleography.  Works on written languages as a form of communication or discourse are entered under Written communication.  Works on the process or result of recording language in the form of conventionalized visible marks or graphic signs on a surface are entered under Writing. Works on the writing of a particular language are entered under the name of the language with subdivisions Alphabet and Writing, e.g. Greek language--Alphabet; Egyptian language--Writing. Works on systems of writing used by several peoples are entered under Writing,followed by the name of the system, e.g. Writing, Arabic."
322458,Alfabet i konsten,
139100,Alfabet--historia,
143369,Alfabetisering (sortering),
139099,Alfabetiseringskampanjer,- vuxenundervisning Em.08
139101,Alfapartiklar,
139102,Alfasönderfall,
299574,Alfågel,
242847,Algaita,"Skalmeja, Central- och Västafrika"
228185,Algblomning,
139104,Algebra,
139105,Algebraisk geometri,
139107,Algebraisk talteori,
139108,Algebraisk topologi,
139111,Alger (växter),
328813,Alger som mat,
329423,Algerier,Hit verk om algerier utanför Algeriet. Används endast tillsammans med geografiskt ämnesord. För verk om algerier i Algeriet används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med Algeriet.
329424,Algerier i litteraturen,
139118,Algeriet,Särsk orter Npabz.
139110,Algeriet--Alger (stad),
167658,Algerietrevolten 1954-1962,
372200,Algerisk konst,
219185,Algerisk litteratur (franskspråkig),
370918,Algerisk matlagning,
292733,Algeriska författare,"Särsk Gjpz, Gz (folkbibl)"
292732,Algeriska kvinnliga författare,"Särsk Gjpz, Gz (folkbibl)"
139119,ALGOL (programspråk),
139121,Algonkiner,
139122,Algonkiner--historia,
139120,Algonkinspråk,
139123,Algoritmer,
157515,Algsvampar,
hv4091jfffrl78w3,Alibi,
139125,Alicykliska föreningar,
139126,Alienation,
l4dc4zpdjzfsq60x,Alienation i litteraturen,
139127,Alifatiska föreningar,
139128,Aljamia,
139129,Alkalibergarter,
139130,Alkalimetaller,
139133,Alkaloider,
139137,Alkemi,
316944,Alkemi i konsten,
173539,Alkemi i litteraturen,
333715,Alkemi--historia,
319354,Alkemister,Särsk Lz.
171859,Alkohol och arbetsliv,
168796,Alkohol och graviditet,
139138,Alkohol och trafik,
163980,Alkoholdrycker,
139141,"Alkoholdrycker--framställning, tillverkning etc.",
139142,Alkoholer,
139143,"Alkoholer--framställning, tillverkning etc.",
143165,Alkoholfria drinkar,
139144,Alkoholfrågor,
139146,Alkoholförgiftning,
139147,Alkoholförsäljning,
139148,Alkoholism,
168797,Alkoholism och graviditet,"- drogberoende och drogmissbruk Vlna, - gynekologi Vgaba"
333728,Alkoholism--prevention,
139151,Alkoholister,
139152,Alkoholistvård,
139149,Alkoholkliniker,
139153,Alkoholkonsumtion,
k1wxvx9xhwh9hf2f,Alkoholkonsumtion i litteraturen,
g0g2ng6jd24vjhls,Alkoholkonsumtion--historia,
tctf7397rwj8w94m,Alkoholkonsumtion--hälsoaspekter,
8s9xhsrc6gzlqk76,Alkoholkonsumtion--psykologiska aspekter,
1k1mx8mmz5z953fm,Alkoholkonsumtion--sociala aspekter,
139154,Alkohollagstiftning,
139156,Alkoholpolitik,
sbsd81lqqd7v3fgb,Alkoholpolitik--historia,
139157,Alkoholprov,
139159,Alkoholrestriktioner,
139140,Alkoholskatt,
265196,Alkolås,
139161,Alkor,
139162,Alkylering,
379802,Alla helgons dag,
167930,Alla hjärtans dag,
139163,Allaktivitet,
139165,Allegorier,"- litteraturens estetik G:df; - folkdiktning G.07, - allegorier i konsten Ibv."
321753,Allegoriska kartor,
139170,Allemander,
139173,Allemansrätt,
166645,Allergener,
139174,Allergi,
310656,Allergi--behandling,
139175,Allergiförebyggande åtgärder,
166491,Allergisk chock,
139177,Allergiska sjukdomar,
222344,Allergiska sjukdomar hos barn,
242864,Allhelgonamusik,
139178,Allianser,
139181,Alliansfrihet,
139182,Alliansfrihet--historia,
171895,Allierades ockupation av Italien 1943-1947,
171896,Allierades ockupation av Japan 1945-1952,
289752,Allierades ockupation av Tyskland 1945-1949,
289751,Allierades ockupation av Tyskland 1945-1955,
139183,Alligatorer,
143370,Allitteration,se även resp språk med tillägg .061
139184,Allmogebåtar,
139185,Allmogekonst,
143371,Allmogemöbler,
143372,Allmogeslöjd,
139188,Allmogetextilier,
149119,Allmän internmedicin,
173540,Allmän ordning och säkerhet,"- förvaltningsrätt Odb, särsk länder Odf-a--Odf-s, Sverige Odc, - straffrätt Oeb. | Används för resurser om den verksamhet som bedrivs av myndigheter för att främja allmänhetens säkerhet från företeelser som kan orsaka skada såsom brott, naturkatastrofer och mänskliga katastrofer."
173542,Allmän ordning och säkerhet--historia,
167890,Allmän pension,benämning på ålderspensionen i och med införandet av Lag (1998:674) om inkomstgrundad ålderspenion
166372,Allmän rådstuga,
139191,Allmän tilläggspension,
139192,Allmän tilläggspension--juridik och lagstiftning,
139193,Allmän varuskatt,
139194,Allmänbildning,
143373,Allmänfarliga brott,
302675,Allmänintresse,
151475,Allmänkulturell verksamhet,"- allmänt Bfk, - bibliotek Abha"
139196,Allmänläkare,Särsk Lz.
139197,Allmänmedicin,
139200,Allmänna försäkringskassor,
168732,Allmänna handlingar,"allmän handling: ""handling som förvaras hos en myndighet och som antingen inkommit dit eller upprättats där"". (NE)"
139201,Allmänna opinionen,"- massmedia Bs, - socialpsykologi Oaa"
170302,Allmänna prästadömet,
214738,Allmänna relativitetsteorin,
249396,Allmänna sammankomster,"Juridisk term. ""Sammankomst som allmänheten har tillträde till."" (NE). - grundrättigheter Oc.01, - förvaltningsrätt Odb, särsk länder Odf-a--Odf-s, Sverige Odc."
165040,Allmänna seriella publikationer,
139202,Allmänna tidskrifter,"se även resp ämne med tillägg (p), t ex medicin V(p)"
168966,Allmänna vägar,
161103,Allmänningar,
161102,Allmänningar--juridik och lagstiftning,
167627,Allmänningsskogar,hit endast allmänningsskogarna  i Norrbottens och Västerbottens län.
139205,Allmännyttiga bostadsföretag,
1jzx0zxbzcqwxf7z,Allostas,
242867,Allsång,
168798,Allusioner,
402261,Allusioner i konsten,
402262,Allusioner i litteraturen,
139206,Alluvialbildning,
143374,Allvar,
219186,Allvar i litteraturen,
293230,Allålderslitteratur,
161100,Alléer,
139208,Almanackor,
318798,Almohader,"- Spanien Kk.3, - Nordafrika Kpa.3."
139210,Almsjuka,
171213,Almstriden 1971,
168870,Aloe vera,"- botanik Uffbd, - farmakologi Vdf"
168869,Aloer,
139211,Alperna,För verk om Alperna i ett särskilt land används SAB-kod för resp land.
242874,Alphorn,
140723,Alpinism,
167014,Alpinister,
280861,Alrunor,
144169,Alsace-Lorraine-frågan,
264177,Alsengemmer,
139219,Alt (röst),
371096,Alt (röst) och piano,
139224,Altaiska (turkiskt språk),
143376,Altaiska folk,
139226,Altaiska språk,
143375,Altaj,För verk om Altaj i ett särskilt land används SAB-kod för resp land.
266688,Altakonflikten 1978-1981,
139228,Altaner,
139229,Altarandakter,se även resp samfund med tillägg .03
139230,Altaren,"- kyrkliga symboler och redskap Chd,  -skulptur Id."
161105,Altarklädsel,"- kyrkliga symboler och redskap Chd, - konsthantverk Ihc. Se även resp samfund med tillägg .03."
167015,Altarprydnader,"- kyrkliga symboler och redskap Chd, - konsthistoria Ib"
139231,Altarskåp,"- kyrkliga symboler och redskap Chd, - konsthistoria Ib. Se även resp samfund med tillägg .03"
139232,Altartavlor,"- kyrkliga symboler och redskap Chd, - konsthistoria Ib. Se även resp samfund med tillägg .03"
167016,Altaruppsatser,"- kyrkliga symboler och redskap Chd, - konsthistoria Ib"
139233,Altarvård,se även resp samfund med tillägg .03
336032,Altblockflöjt,
139234,Alternativ djuruppfödning,
139235,Alternativ medicin,
373750,Alternativ metal,
246787,Alternativ och kompletterande kommunikation,"- kommunikation Bra, - konstgjorda språk Fy."
167379,Alternativ pedagogik,används endast för tiden 1930 och framåt. För tiden före 1930 används Reformpedagogik.
157061,Alternativ produktion,"- företagsdemokrati Ohal, - företagsekonomi Qb, - nationalekonomi Qaacc."
237818,Alternativ rock,
166451,Alternativ till djurförsök,
166452,Alternativ till djurförsök--etik och moral,
270036,Alternativ tvistlösning,
139240,Alternativa drivmedel,"bränslen Pmaa, - energiförsörjning P.081."
139243,Alternativa odlingsformer,Föredra Ekologisk odling eller Ekologiskt lantbruk framför Alternativa odlingsformer (äldre benämning enligt NE)
139244,Alternativa terapimetoder,
143379,Alternativrörelser,"Alternativrörelser, spontana ibland tillfällighetsbetonade rörelser som växte fram under 1970- och 1980-talen och som hävdade behovet av alternativ till eller ersättning för vissa icke önskvärda företeelser i det storskaliga etablerade samhället (NE)."
336055,Altflöjt,
139246,Altmarkaffären 1940,
139247,Altruism,
336273,Altsaxofon,
139248,Aluminering,
139249,Aluminium,"- oorganisk kemi Uceaz, - förekomst Udxdz."
139252,Aluminiumföreningar,
139253,Aluminiumindustri,
143380,Aluminiumkonstruktioner,
139254,Aluminiumlegeringar,
143381,Alun,
143382,Alunskiffer,"- brytning Pdab, - mineralogi Udubz."
139257,Alunskiffer--förekomst,
174384,Alvar,
139259,Alvastra kloster,
139261,Alweg,
139263,Alzheimers sjukdom,
333768,Alzheimers sjukdom--behandling,
139264,Amadeus Quartet,
349279,Amadisromaner,
143383,Amalgam,
139266,Amalgamfyllning,
139267,Amalthea-attentatet 1908,
337047,Amaravella (konstnärsgrupp),
370851,Amaryllis,
370852,Amaryllisväxter,
139268,Amasoner,
139269,Amasoner i konsten,
351607,Amasoner i litteraturen,
139270,Amatör- och hobbyverksamhet,se även resp underavd av P med tillägg .09
166460,Amatörfilm,"- filmkonst Ima, - filmteknik Pnb"
327143,Amatörfotografer,Särsk Inz.
139271,Amatörfotografi,
166453,Amatörhistoriker,särsk Lz
157636,Amatörradio,
139272,Amatörteater,
139276,Amazonas urfolk,
139273,Amazonfloden,För verk om Amazonfloden i ett särskilt land används SAB-kod för resp land.
252813,Amazonområdet,Hit området kring Amazonfloden.
217534,Ambassadbyggnader,
148523,Ambassader,"Särsk länders utrikesförvaltning Odc, Odf-da---Odf-sa."
391484,Ambassadörer,
139279,Ambient musik,
zk8zh29swtt66cj6,Ambivalens,
p90p8ks2mlc4pzdk,Ambivalens i litteraturen,
139282,Ambon (språk),
215298,Amboner,"- kyrkliga symboler och redskap Chd, - skulptur Id. Se även resp samfund med tillägg .03."
139283,Ambrosiansk sång,
261773,Ambrotypi,
139286,Ambulanser,
388648,Ambulansförare,
139287,Ambulanssjukvård,
323302,Ambulerande biografer,
139288,Amerika (kontinent),För verk om områdets historia läggs geografiskt ämnesord och det allmänna ämnesordet Historia.
401886,Amerikaner,Hit verk om amerikaner utanför Förenta staterna. Används endast tillsammans med geografiskt ämnesord. För verk om amerikaner i Förenta staterna används t.ex. Nationalkaraktär; Folkseder; Samhällsliv; Traditioner; Sociala förhållanden i kombination med det geografiska ämnesordet Förenta staterna.
